166.4	171.0
121.4	187.0
123.4	210.0
167.4	211.0
109.7	220.0
124.4	168.5
129.7	218.5
138.4	203.0
131.4	162.0
113.7	187.9
163.7	211.4
120.7	170.4
115.7	180.4
136.4	172.4
115.4	200.4
134.6	195.0
120.4	164.9
126.0	191.4
168.0	217.5
141.0	202.4
147.0	190.4
122.4	202.9
158.4	183.9
135.4	184.9
169.4	180.9
144.4	198.9
156.4	191.9
147.4	162.4
144.4	201.4
154.4	192.4
163.4	186.4
122.4	181.4
132.6	173.4
163.6	173.4
128.6	209.9
129.6	200.9
155.6	170.9
128.4	164.4
160.4	160.4
144.2	170.4
150.2	206.4
163.0	205.4
135.0	165.4
146.0	191.4
127.0	188.9
114.0	216.9
155.0	201.4
119.0	205.4
112.0	194.4
121.0	197.4
135.0	155.4
167.0	165.4
165.0	191.4
140.0	198.4
150.0	182.4
146.0	200.9
169.0	155.9
147.0	189.9
145.2	187.9
116.2	209.9
118.2	169.9
113.9	175.9
164.9	166.9
147.9	194.9
131.9	171.4
165.9	199.4
151.9	165.9
166.5	190.4
130.5	174.4
136.5	204.4
160.5	212.4
156.5	191.4
148.5	158.4
136.5	210.4
124.5	163.4
168.9	190.9
170.9	195.9
130.9	201.9
164.2	161.4
129.2	174.4
148.2	157.4
135.2	201.4
162.2	173.4
149.9	207.9
152.5	211.4
151.5	170.4
150.5	199.4
151.5	157.4
166.5	171.4
171.5	178.4
125.5	178.4
162.5	182.4
160.5	158.4
159.5	211.4
141.5	208.4
123.1	157.9
153.5	172.4
128.5	192.4
162.8	158.4
113.8	157.4
136.8	180.4
161.1	200.4
132.1	205.9
122.1	168.9
136.1	196.9
163.1	161.9
140.1	208.9
159.1	204.9
164.1	207.9
147.1	182.9
132.1	188.9
157.1	180.9
132.1	202.9
172.1	177.9
119.8	172.9
122.8	174.9
112.8	193.9
149.8	203.9
149.7	193.4
145.4	202.9
165.7	173.4
164.0	198.9
113.0	184.4
161.0	199.4
127.7	168.4
146.7	192.4
170.7	174.4
137.7	195.4
158.7	146.9
123.7	203.9
139.7	162.9
172.7	193.9
148.7	165.4
162.7	196.4
152.7	203.9
159.7	199.9
123.7	188.9
172.4	170.9
126.7	153.4
129.7	197.4
149.7	202.4
154.7	186.4
138.7	180.9
143.7	192.9
146.7	168.9
151.7	160.9
116.3	156.9
170.3	172.9
173.3	204.9
125.3	176.9
121.3	162.9
130.3	164.9
124.3	166.9
156.3	200.4
159.0	202.4
144.3	194.4
145.3	153.4
166.3	182.4
146.5	200.4
121.9	185.4
169.9	143.4
170.9	199.4
169.6	187.4
121.9	198.4
125.6	168.4
165.6	167.4
135.9	200.9
173.9	177.9
140.9	197.9
130.6	174.4
139.2	164.9
140.2	145.9
154.2	191.9
129.2	179.9
144.2	173.9
143.2	151.9
121.2	171.9
141.5	158.9
158.5	184.4
165.5	170.4
133.2	200.9
140.2	155.9
126.2	187.9
147.2	202.9
124.2	187.9
151.2	166.9
165.5	191.4
143.8	174.9
123.8	177.9
148.8	165.4
170.8	182.4
171.8	199.4
145.5	197.4
143.5	172.4
133.8	166.9
146.4	188.4
163.4	168.4
157.5	160.9
174.5	144.9
153.4	160.9
140.5	159.4
120.4	178.4
167.8	177.4
169.1	199.4
152.4	164.4
124.5	178.3
130.5	138.3
124.1	145.9
160.1	163.9
122.1	177.9
135.1	142.9
168.4	196.9
134.4	178.9
142.4	196.4
156.7	183.8
133.7	147.8
120.1	171.8
169.4	167.8
149.4	192.3
171.7	180.3
149.7	180.3
171.7	196.8
135.7	140.8
157.7	162.8
162.7	187.3
130.7	162.3
143.7	185.3
134.7	170.3
144.4	148.8
117.4	166.8
156.3	188.3
173.4	167.3
147.4	157.3
148.4	149.3
138.4	190.3
150.7	164.8
115.7	176.3
168.7	135.3
153.0	135.8
130.0	136.8
159.0	141.8
153.0	141.8
140.7	165.8
130.7	137.8
136.7	145.3
141.3	134.8
155.3	156.8
167.3	141.8
141.3	172.8
117.3	167.8
143.0	101.6
169.0	148.6
125.0	133.6
154.6	144.6
178.0	138.6
182.0	128.6
123.0	144.6
164.0	152.6
130.0	146.6
138.7	156.6
144.7	107.1
151.0	129.1
130.0	145.1
146.9	143.1
165.6	115.1
152.3	113.1
131.3	153.1
169.3	97.1
179.3	101.6
163.6	117.1
166.3	106.1
136.3	133.6
150.3	155.1
143.7	122.6
168.6	113.1
153.6	156.1
176.6	111.1
126.3	107.1
162.6	122.1
183.6	137.1
181.6	131.1
131.7	125.1
166.0	151.1
124.6	118.6
139.2	148.6
160.9	94.6
171.6	106.6
150.6	112.1
137.3	151.1
128.6	99.1
159.5	157.1
161.5	144.1
143.5	131.1
179.9	139.1
156.3	119.6
147.3	149.6
159.0	145.6
126.3	144.6
161.0	136.6
143.0	121.6
133.0	128.1
179.7	139.6
155.6	118.1
183.6	130.1
181.9	100.6
158.0	156.6
151.0	99.1
125.0	156.1
174.3	97.1
138.3	107.6
136.6	126.1
161.2	116.6
147.6	108.1
138.6	105.1
151.3	122.1
133.7	132.1
177.7	141.1
178.7	127.6
158.0	105.6
174.0	127.6
123.3	127.1
159.6	100.6
146.0	155.1
140.0	122.6
156.6	149.6
171.6	134.1
139.7	110.1
178.9	160.1
176.6	108.6
152.0	153.1
154.0	103.6
178.7	146.1
128.4	160.6
137.7	112.2
164.0	157.6
134.0	107.2
132.7	103.6
152.7	153.6
170.0	153.6
125.0	135.1
170.7	127.1
151.7	119.2
145.7	134.2
138.0	138.2
179.0	144.7
151.7	157.2
175.8	125.2
133.0	134.7
168.0	108.7
137.0	149.7
173.0	126.2
145.0	162.7
166.0	160.2
152.0	160.2
161.0	163.7
148.8	113.2
161.5	160.2
159.8	152.2
171.8	156.7
124.8	107.2
127.7	110.2
181.8	108.7
182.4	144.2
167.4	165.2
143.8	156.7
170.5	109.2
146.8	132.7
134.8	149.7
164.8	129.7
133.8	147.7
123.0	151.7
127.0	147.7
139.0	108.7
132.0	159.7
129.0	108.7
176.8	114.7
153.8	158.7
143.8	129.2
164.1	124.2
154.1	136.7
144.1	126.2
137.1	166.2
174.8	162.7
176.1	167.2
135.8	157.7
172.5	153.7
148.1	117.7
150.8	165.2
142.1	130.7
155.1	119.7
163.1	114.2
160.8	154.7
167.8	143.7
129.2	151.2
153.2	115.7
154.2	168.7
129.2	129.7
133.2	140.7
158.2	113.7
173.2	131.2
132.2	162.2
168.5	152.7
161.5	160.7
143.8	169.2
146.8	164.2
145.8	139.7
164.5	116.2
172.5	138.2
156.2	139.7
169.2	149.7
166.2	149.7
153.2	159.7
130.2	160.7
139.2	143.7
152.9	158.2
178.5	145.2
126.9	156.2
127.9	143.2
152.9	151.2
175.9	146.2
157.9	173.2
123.9	142.2
161.2	156.7
134.6	124.2
152.6	171.2
129.6	140.2
131.3	148.7
167.6	144.7
132.5	169.2
120.6	173.2
135.0	141.2
131.3	169.7
141.9	152.7
179.3	138.2
154.3	139.2
178.3	134.2
144.6	171.2
177.6	175.2
141.6	130.2
144.3	139.7
124.3	148.7
129.0	126.7
153.0	117.7
130.3	172.7
177.3	158.7
166.3	154.7
135.3	118.7
123.3	132.7
136.3	152.7
122.3	150.7
148.9	150.2
129.9	119.2
136.6	165.2
173.7	170.2
141.9	138.2
166.3	138.2
176.3	130.7
118.7	126.7
139.7	124.2
146.7	175.2
148.7	137.2
166.7	146.2
133.0	154.7
130.0	123.3
172.0	143.2
136.0	170.2
159.0	145.2
170.0	142.2
168.7	141.2
161.4	176.3
118.7	122.8
121.0	178.8
142.1	133.8
148.1	167.3
138.1	173.3
158.1	151.3
165.1	180.3
176.1	128.8
177.1	175.3
141.1	172.3
118.1	160.3
143.1	144.3
165.1	133.3
169.1	138.8
123.1	157.8
142.1	152.8
120.1	177.8
165.1	135.8
140.1	182.3
162.1	141.3
173.1	124.3
125.4	175.3
147.4	129.8
155.4	152.8
119.8	167.3
128.8	155.3
157.8	142.3
146.8	178.3
166.8	139.3
135.8	134.3
148.6	199.4
157.6	201.4
117.6	188.9
117.6	206.4
110.0	203.4
140.0	170.9
146.0	190.9
132.0	182.4
135.0	205.4
160.9	195.4
146.9	165.4
127.2	160.4
140.2	162.4
159.2	175.4
126.2	210.4
126.2	205.4
161.2	176.4
142.2	168.9
115.2	164.4
159.9	198.9
136.9	160.9
152.9	156.9
127.9	175.9
110.9	169.9
145.6	169.9
120.6	204.9
118.6	175.9
138.6	202.9
126.6	209.9
138.2	179.9
141.5	186.4
125.5	200.9
146.9	167.4
